"Final Fantasy Card Name","Original MTG Name","Card Image","Card Set","Card Number","Print Variant","Available Variants","Treatment / Frame","Game Number","Rarity","Type Line","Color Identity","Owned","Non-Foil Qty","Foil Qty","Special Foil Qty","Total Quantity Owned","Condition","Price (USD)","Price (Foil)","Storage Location"
"Balamb Garden, SeeD Academy // Balamb Garden, Airborne","","=IMAGE(""https://cards.scryfall.io/normal/front/d/d/dd08f30d-6bb8-45b9-a79c-81ff9578803e.jpg?1783906156"", 1)","PFIN","272s","Promo","Traditional Foil, Promo","Standard","FF8","Rare","Land — Town // Legendary Artifact — Vehicle","GU","No",0,0,0,0,"Near Mint (NM)","",13.57,""
"Balamb Garden, SeeD Academy // Balamb Garden, Airborne","","=IMAGE(""https://cards.scryfall.io/normal/front/1/a/1a6c87dc-188c-4c75-9026-568263940b90.jpg?1783906526"", 1)","FIN","0354","Basic/Non-foil","Non-Foil, Traditional Foil","Borderless","FF8","Rare","Land — Town // Legendary Artifact — Vehicle","GU","No",0,0,0,0,"Near Mint (NM)",1.63,2.01,""
"Balamb T-Rexaur","","=IMAGE(""https://cards.scryfall.io/normal/front/e/5/e5857b1b-73bc-458e-b26b-7ed8bef785f3.jpg?1783906591"", 1)","FIN","0173","Basic/Non-foil","Non-Foil, Traditional Foil","Standard","FF8","Common","Creature — Dinosaur","G","No",0,0,0,0,"Near Mint (NM)",0.22,0.21,""
"Baleful Strix","","=IMAGE(""https://cards.scryfall.io/normal/front/4/a/4ae1ec4a-5367-4663-841b-4038ae30a690.jpg?1783906251"", 1)","FIC","0318","Surge Foil","Surge Foil","Standard","FF14","Rare","Artifact Creature — Bird","BU","No",0,0,0,0,"Near Mint (NM)",1.03,"",""
"Balthier and Fran","","=IMAGE(""https://cards.scryfall.io/normal/front/a/f/afcaed7d-7ea3-4f2a-a7f5-ee3315226369.jpg?1783906576"", 1)","FIN","0213","Basic/Non-foil","Non-Foil, Traditional Foil","Standard","FF12","Rare","Legendary Creature — Human Rabbit","GR","No",0,0,0,0,"Near Mint (NM)",0.26,0.37,""
"Balthier and Fran","","=IMAGE(""https://cards.scryfall.io/normal/front/d/d/dd4da0d3-29c0-4697-877a-a07e3dae3af6.jpg?1783906164"", 1)","PFIN","213s","Promo","Traditional Foil, Promo","Standard","FF12","Rare","Legendary Creature — Human Rabbit","GR","No",0,0,0,0,"Near Mint (NM)","",2.44,""
"Balthier and Fran","","=IMAGE(""https://cards.scryfall.io/normal/front/6/a/6aaba8b1-1fcb-4a73-894f-f32400352c8c.jpg?1783906533"", 1)","FIN","0319","Basic/Non-foil","Non-Foil, Traditional Foil","Borderless","FF12","Rare","Legendary Creature — Human Rabbit","GR","No",0,0,0,0,"Near Mint (NM)",1.55,3.05,""
"Balthier and Fran","","=IMAGE(""https://cards.scryfall.io/normal/front/c/8/c8198264-150f-4f95-9de1-cbc7fa456535.jpg?1783906503"", 1)","FIN","0393","Basic/Non-foil","Non-Foil, Traditional Foil","Borderless","FF12","Rare","Legendary Creature — Human Rabbit","GR","No",0,0,0,0,"Near Mint (NM)",1.28,1.52,""
"Balthier and Fran","","=IMAGE(""https://cards.scryfall.io/normal/front/8/c/8c9eaf03-0af1-496f-b3d9-37938a8dc6dd.jpg?1783906470"", 1)","FIN","0477","Basic/Non-foil","Non-Foil, Traditional Foil","Extended Art","FF12","Rare","Legendary Creature — Human Rabbit","GR","No",0,0,0,0,"Near Mint (NM)",0.88,8.76,""
"Balthier and Fran","","=IMAGE(""https://cards.scryfall.io/normal/front/a/b/ab6954bc-4fbc-4cb9-9c4d-1f46b3fe0085.jpg?1783906442"", 1)","FIN","0538","Surge Foil","Surge Foil","Borderless","FF12","Rare","Legendary Creature — Human Rabbit","GR","No",0,0,0,0,"Near Mint (NM)","",27.99,""
"Bane of Progress","","=IMAGE(""https://cards.scryfall.io/normal/front/5/f/5fc6876d-7441-42ac-b9a1-c10a0f6a387a.jpg?1783906264"", 1)","FIC","0299","Surge Foil","Surge Foil","Standard","FF10","Rare","Creature — Elemental","G","No",0,0,0,0,"Near Mint (NM)",0.35,"",""
"Banon, the Returners' Leader","","=IMAGE(""https://cards.scryfall.io/normal/front/6/3/63e84ece-b129-457d-84ed-b4280120f08b.jpg?1783906347"", 1)","FIC","0078","Surge Foil","Surge Foil","Standard","FF6","Rare","Legendary Creature — Human Cleric Rebel","RW","No",0,0,0,0,"Near Mint (NM)",0.26,"",""
"Banon, the Returners' Leader","","=IMAGE(""https://cards.scryfall.io/normal/front/9/f/9f860c20-cf00-449b-85cb-d53227162ccf.jpg?1783906317"", 1)","FIC","0165","Basic/Non-foil","Non-Foil, Traditional Foil","Extended Art","FF6","Rare","Legendary Creature — Human Cleric Rebel","RW","No",0,0,0,0,"Near Mint (NM)",1.67,2.23,""
"Bard's Bow","","=IMAGE(""https://cards.scryfall.io/normal/front/2/a/2ac03e90-1e16-453f-88e4-a0448db73403.jpg?1783906591"", 1)","FIN","0174","Basic/Non-foil","Non-Foil, Traditional Foil","Standard","FF14","Common","Artifact — Equipment","G","No",0,0,0,0,"Near Mint (NM)",0.14,0.18,""
"Baron, Airship Kingdom","","=IMAGE(""https://cards.scryfall.io/normal/front/6/e/6e4bf840-802d-47d5-bffd-8ba495e19cf6.jpg?1783906552"", 1)","FIN","0273","Basic/Non-foil","Non-Foil, Traditional Foil","Standard","FF4","Common","Land — Town","RU","No",0,0,0,0,"Near Mint (NM)",0.18,0.29,""
"Barret, Avalanche Leader","","=IMAGE(""https://cards.scryfall.io/normal/front/2/e/2e37fd36-84f0-4869-bfae-da4b97c9725d.jpg?1783906346"", 1)","FIC","0079","Surge Foil","Surge Foil","Standard","FF7","Rare","Legendary Creature — Human Rebel","GR","No",0,0,0,0,"Near Mint (NM)",0.19,"",""
"Barret, Avalanche Leader","","=IMAGE(""https://cards.scryfall.io/normal/front/b/3/b39a7df7-12b8-4537-9f17-25dfc6d2a5c6.jpg?1783904646"", 1)","FIC","0472","Wave Foil","Wave Foil","Borderless","FF7","Rare","Legendary Creature — Human Rebel","GR","No",0,0,0,0,"Near Mint (NM)","",24.84,""
"Barret, Avalanche Leader","","=IMAGE(""https://cards.scryfall.io/normal/front/6/e/6ee716c6-a4be-4237-bdef-f812baffa6d5.jpg?1783906316"", 1)","FIC","0166","Basic/Non-foil","Non-Foil, Traditional Foil","Extended Art","FF7","Rare","Legendary Creature — Human Rebel","GR","No",0,0,0,0,"Near Mint (NM)",0.45,2.47,""
"Barret Wallace","","=IMAGE(""https://cards.scryfall.io/normal/front/1/a/1a504dff-5857-4a61-ab99-616d5df7cf5a.jpg?1783906607"", 1)","FIN","0129","Basic/Non-foil","Non-Foil, Traditional Foil","Standard","FF7","Uncommon","Legendary Creature — Human Rebel","R","No",0,0,0,0,"Near Mint (NM)",0.18,0.23,""
"Barret Wallace","","=IMAGE(""https://cards.scryfall.io/normal/front/e/a/ea5b9fe8-2561-4176-adfd-3fb790250bbc.jpg?1783906425"", 1)","FIN","0584","Surge Foil","Surge Foil","Standard","FF7","Uncommon","Legendary Creature — Human Rebel","R","No",0,0,0,0,"Near Mint (NM)","",4.07,""
"Barret Wallace","","=IMAGE(""https://cards.scryfall.io/normal/front/3/c/3c8d6eaa-e6d1-4a52-98fb-9cb4d876cc0b.jpg?1783906477"", 1)","FIN","0457","Basic/Non-foil","Non-Foil, Traditional Foil","Extended Art","FF7","Uncommon","Legendary Creature — Human Rebel","R","No",0,0,0,0,"Near Mint (NM)",0.81,13.69,""
"Barret Wallace // Barret Wallace","","=IMAGE(""https://cards.scryfall.io/normal/front/8/0/8025c445-45cb-42ac-b24e-98dda6490c54.jpg?1783906421"", 1)","AFIN","0008","Basic/Non-foil","Non-Foil, Traditional Foil","Art Card","FF7","Common","Card // Card","Colorless","No",0,0,0,0,"Near Mint (NM)","","",""
"Bartz and Boko","","=IMAGE(""https://cards.scryfall.io/normal/front/d/8/d818d574-2832-4a7a-a13b-aa6e695fdaa5.jpg?1783906591"", 1)","FIN","0175","Basic/Non-foil","Non-Foil, Traditional Foil","Standard","FF5","Rare","Legendary Creature — Human Bird","G","No",0,0,0,0,"Near Mint (NM)",0.41,0.64,""
"Bartz and Boko","","=IMAGE(""https://cards.scryfall.io/normal/front/d/4/d4ac428e-8819-475b-b7cf-41083e0448b5.jpg?1783906172"", 1)","PFIN","175s","Promo","Traditional Foil, Promo","Standard","FF5","Rare","Legendary Creature — Human Bird","G","No",0,0,0,0,"Near Mint (NM)","",4.81,""
"Bartz and Boko","","=IMAGE(""https://cards.scryfall.io/normal/front/1/b/1b9a92f8-2044-4554-aec9-00b410dada35.jpg?1783906473"", 1)","FIN","0469","Basic/Non-foil","Non-Foil, Traditional Foil","Extended Art","FF5","Rare","Legendary Creature — Human Bird","G","No",0,0,0,0,"Near Mint (NM)",2.82,12.11,""
"Bastion of Remembrance","","=IMAGE(""https://cards.scryfall.io/normal/front/6/8/68846892-3cdb-4a17-aef7-dd7a3aed22ff.jpg?1783906272"", 1)","FIC","0274","Surge Foil","Surge Foil","Standard","FF14","Uncommon","Enchantment","B","No",0,0,0,0,"Near Mint (NM)",0.34,"",""
"Bastion Protector","","=IMAGE(""https://cards.scryfall.io/normal/front/0/e/0ed04a28-2984-4fa6-a11e-f508b7b5446e.jpg?1783906293"", 1)","FIC","0233","Surge Foil","Surge Foil","Standard","FF7","Rare","Creature — Human Soldier","W","No",0,0,0,0,"Near Mint (NM)",0.33,"",""
"Battlefield Forge","","=IMAGE(""https://cards.scryfall.io/normal/front/a/2/a2de3346-9647-4540-ba41-e67c24ddf141.jpg?1783906228"", 1)","FIC","0375","Surge Foil","Surge Foil","Standard","FF7","Rare","Land","RW","No",0,0,0,0,"Near Mint (NM)",0.35,"",""
"Battle Menu","","=IMAGE(""https://cards.scryfall.io/normal/front/2/4/240e1466-bd02-423d-b829-234dcd2bfab2.jpg?1783906653"", 1)","FIN","0009","Basic/Non-foil","Non-Foil, Traditional Foil","Standard","FF6","Uncommon","Instant","W","No",0,0,0,0,"Near Mint (NM)",0.28,0.27,""
"Beatrix, Loyal General","","=IMAGE(""https://cards.scryfall.io/normal/front/9/d/9da83b07-4978-4af7-be51-8aa8f35ec0bb.jpg?1783906435"", 1)","FIN","0554","Promo","Non-Foil","Standard","FF9","Rare","Legendary Creature — Human Soldier","W","No",0,0,0,0,"Near Mint (NM)",0.77,"",""
"Beatrix, Loyal General","","=IMAGE(""https://cards.scryfall.io/normal/front/a/b/ab1b24dd-ab23-41b0-a074-e77e8d9c5564.jpg?1783906491"", 1)","FIN","0426","Basic/Non-foil","Non-Foil, Traditional Foil","Extended Art","FF9","Rare","Legendary Creature — Human Soldier","W","No",0,0,0,0,"Near Mint (NM)",6.23,37.42,""
"Bedevil","","=IMAGE(""https://cards.scryfall.io/normal/front/2/8/284fe591-88e6-46f0-8b9c-9ec7d143a2d0.jpg?1783906253"", 1)","FIC","0319","Surge Foil","Surge Foil","Standard","FF6","Rare","Instant","BR","No",0,0,0,0,"Near Mint (NM)",0.31,"",""
"Behemoth Sledge","","=IMAGE(""https://cards.scryfall.io/normal/front/2/2/22b8fad5-bb39-4a1b-9f9b-c0c9cf8228bb.jpg?1783906255"", 1)","FIC","0320","Surge Foil","Surge Foil","Standard","FF7","Uncommon","Artifact — Equipment","GW","No",0,0,0,0,"Near Mint (NM)",0.27,"",""
"Big Score","","=IMAGE(""https://cards.scryfall.io/normal/front/6/7/67d41ba2-a908-4613-b275-6ffe4165e48a.jpg?1783906265"", 1)","FIC","0290","Surge Foil","Surge Foil","Standard","FF6","Common","Instant","R","No",0,0,0,0,"Near Mint (NM)",0.46,"",""
"Bird","","=IMAGE(""https://cards.scryfall.io/normal/front/1/f/1fbc471d-5948-47fc-b7cc-81cc13a4cd15.jpg?1783906133"", 1)","TFIN","0016","Basic/Non-foil","Non-Foil, Traditional Foil","Standard","FF6","Common","Token Creature — Bird","G","No",0,0,0,0,"Near Mint (NM)","","",""
"Bird","","=IMAGE(""https://cards.scryfall.io/normal/front/8/6/8632216a-33c3-4d16-bf25-42e41af53986.jpg?1783906133"", 1)","TFIN","0017","Basic/Non-foil","Non-Foil, Traditional Foil","Standard","FF2","Common","Token Creature — Bird","G","No",0,0,0,0,"Near Mint (NM)","","",""
"Bird","","=IMAGE(""https://cards.scryfall.io/normal/front/0/2/023cebe4-ebe4-4398-9fd7-d3507660040a.jpg?1783906141"", 1)","TFIC","0004","Surge Foil","Surge Foil","Standard","FF14","Common","Token Creature — Bird","U","No",0,0,0,0,"Near Mint (NM)","","",""
"Paradise Chocobo","Birds of Paradise","=IMAGE(""https://cards.scryfall.io/normal/front/9/f/9f8b95bd-c709-4259-b3fe-92119b92acae.jpg?1783904642"", 1)","FIC","0483","Promo","Traditional Foil, Promo","Borderless","FF14","Rare","Creature — Bird","G","No",0,0,0,0,"Near Mint (NM)","",17.85,""
"Black Mage's Rod","","=IMAGE(""https://cards.scryfall.io/normal/front/3/5/35e8f140-055f-4fc7-a765-fb030d828214.jpg?1783906622"", 1)","FIN","0090","Basic/Non-foil","Non-Foil, Traditional Foil","Standard","FF1","Common","Artifact — Equipment","B","No",0,0,0,0,"Near Mint (NM)",0.57,0.44,""
"Black Waltz No. 3","","=IMAGE(""https://cards.scryfall.io/normal/front/f/e/fe86e41b-b0f6-4aa1-8827-c095c721f304.jpg?1783906575"", 1)","FIN","0214","Basic/Non-foil","Non-Foil, Traditional Foil","Standard","FF9","Uncommon","Legendary Creature — Wizard","BR","No",0,0,0,0,"Near Mint (NM)",0.31,0.4,""
"Black Waltz No. 3","","=IMAGE(""https://cards.scryfall.io/normal/front/7/d/7d143a13-a627-4b64-9356-253a2f9ddf98.jpg?1783906469"", 1)","FIN","0478","Basic/Non-foil","Non-Foil, Traditional Foil","Extended Art","FF9","Uncommon","Legendary Creature — Wizard","BR","No",0,0,0,0,"Near Mint (NM)",5.57,36.75,""
"Blazing Bomb","","=IMAGE(""https://cards.scryfall.io/normal/front/7/0/70f47277-ca47-428a-808f-0fb32e820a71.jpg?1783906606"", 1)","FIN","0130","Basic/Non-foil","Non-Foil, Traditional Foil","Standard","FF9","Common","Creature — Elemental","R","No",0,0,0,0,"Near Mint (NM)",0.13,0.18,""
"Blitzball","","=IMAGE(""https://cards.scryfall.io/normal/front/9/2/92f4ad73-42bf-45c0-8bb6-0b44043c81ef.jpg?1783906558"", 1)","FIN","0254","Basic/Non-foil","Non-Foil, Traditional Foil","Standard","FF10","Common","Artifact","Colorless","No",0,0,0,0,"Near Mint (NM)",0.22,0.29,""
"Blitzball Shot","","=IMAGE(""https://cards.scryfall.io/normal/front/e/c/ec8ab637-3d7d-4712-9f83-8920f808f715.jpg?1783906590"", 1)","FIN","0176","Basic/Non-foil","Non-Foil, Traditional Foil","Standard","FF10","Common","Instant","G","No",0,0,0,0,"Near Mint (NM)",0.17,0.19,""
"Blitzball Stadium","","=IMAGE(""https://cards.scryfall.io/normal/front/7/7/771808d9-d0c8-418b-ab6c-1ae6fc07ca20.jpg?1783906363"", 1)","FIC","0034","Surge Foil","Surge Foil","Standard","FF10","Rare","Artifact","U","No",0,0,0,0,"Near Mint (NM)",0.2,"",""
"Blitzball Stadium","","=IMAGE(""https://cards.scryfall.io/normal/front/9/3/931c1983-f606-4dc2-8d0b-3a7160ee0d06.jpg?1783906335"", 1)","FIC","0111","Basic/Non-foil","Non-Foil, Traditional Foil","Extended Art","FF10","Rare","Artifact","U","No",0,0,0,0,"Near Mint (NM)",0.41,0.75,""
"Blue Mage's Cane","","=IMAGE(""https://cards.scryfall.io/normal/front/9/b/9b3cfc13-db4e-4ec3-8444-f715bcd43be6.jpg?1783906363"", 1)","FIC","0035","Surge Foil","Surge Foil","Standard","FF14","Rare","Artifact — Equipment","U","No",0,0,0,0,"Near Mint (NM)",0.27,"",""
"Blue Mage's Cane","","=IMAGE(""https://cards.scryfall.io/normal/front/1/b/1b3188ab-feb9-4486-bda0-1b80f128f7d2.jpg?1783906336"", 1)","FIC","0112","Basic/Non-foil","Non-Foil, Traditional Foil","Extended Art","FF14","Rare","Artifact — Equipment","U","No",0,0,0,0,"Near Mint (NM)",0.37,0.74,""
"Kefka's Tower","Bolas's Citadel","=IMAGE(""https://cards.scryfall.io/normal/front/2/4/24b2833e-6c08-4f33-8481-f65f2a063c60.jpg?1783906393"", 1)","FCA","0007","Basic/Non-foil","Non-Foil, Traditional Foil","Borderless","FF6","Rare","Legendary Artifact","B","No",0,0,0,0,"Near Mint (NM)",16.99,61.7,""
"Bonders' Enclave","","=IMAGE(""https://cards.scryfall.io/normal/front/a/b/abcd3daa-dd34-4d7d-b3ed-839f5e438cd7.jpg?1783906227"", 1)","FIC","0376","Surge Foil","Surge Foil","Standard","FF7","Rare","Land","Colorless","No",0,0,0,0,"Near Mint (NM)",0.38,"",""
"Endwalker","Brainstorm","=IMAGE(""https://cards.scryfall.io/normal/front/c/1/c14f8bce-d5b3-4d01-8346-8a4923ec03d9.jpg?1783906385"", 1)","FCA","0028","Basic/Non-foil","Non-Foil, Traditional Foil","Borderless","FF14","Uncommon","Instant","U","No",0,0,0,0,"Near Mint (NM)",1.32,5.44,""
"Braska's Final Aeon // Braska's Final Aeon","","=IMAGE(""https://cards.scryfall.io/normal/front/2/d/2d9a5bfd-e0f2-44f9-9240-4081c6202e0a.jpg?1783906402"", 1)","AFIN","0039","Basic/Non-foil","Non-Foil, Traditional Foil","Art Card","FF10","Common","Card // Card","Colorless","No",0,0,0,0,"Near Mint (NM)","","",""
"Bred for the Hunt","","=IMAGE(""https://cards.scryfall.io/normal/front/a/0/a06fe501-0e25-46ee-8ed8-055f3bf636cd.jpg?1783906251"", 1)","FIC","0321","Surge Foil","Surge Foil","Standard","FF10","Uncommon","Enchantment","GU","No",0,0,0,0,"Near Mint (NM)",0.23,"",""
"Brilliant Wings","","=IMAGE(""https://cards.scryfall.io/normal/front/c/3/c358af5d-61e3-4c4d-9d7d-2f3e43210339.jpg?1783904653"", 1)","FIC","0454","Basic/Non-foil","Non-Foil, Traditional Foil","Borderless","FF9","Rare","Enchantment — Aura","W","No",0,0,0,0,"Near Mint (NM)",34.8,24.76,""
"Brilliant Wings // Brilliant Wings","","=IMAGE(""https://cards.scryfall.io/normal/front/c/8/c87ae25b-ae0b-4dd6-a6b9-726a2c38beba.jpg?1783904665"", 1)","AFIC","0013","Basic/Non-foil","Non-Foil, Traditional Foil","Art Card","FF9","Common","Card // Card","Colorless","No",0,0,0,0,"Near Mint (NM)","","",""
"Bronze Guardian","","=IMAGE(""https://cards.scryfall.io/normal/front/0/3/032dc879-bf2f-4626-8aac-4d5446421923.jpg?1783906292"", 1)","FIC","0234","Surge Foil","Surge Foil","Standard","FF7","Rare","Artifact Creature — Golem","W","No",0,0,0,0,"Near Mint (NM)",0.34,"",""
"Hugo Kupka","Bruse Tarl, Boorish Herder","=IMAGE(""https://cards.scryfall.io/normal/front/0/7/07889f56-740f-4d17-9b0e-8d8e9e327f31.jpg?1783906380"", 1)","FCA","0050","Basic/Non-foil","Non-Foil, Traditional Foil","Borderless","FF16","Rare","Legendary Creature — Human Ally","RW","No",0,0,0,0,"Near Mint (NM)",1.37,11.36,""
"Brushland","","=IMAGE(""https://cards.scryfall.io/normal/front/c/2/c2bc3f62-1e3a-4ec3-a83b-f6547d7c7b0d.jpg?1783906229"", 1)","FIC","0377","Surge Foil","Surge Foil","Standard","FF10","Rare","Land","GW","No",0,0,0,0,"Near Mint (NM)",0.44,"",""
"Bugenhagen, Wise Elder","","=IMAGE(""https://cards.scryfall.io/normal/front/9/9/99155fae-507a-4eab-918a-bdee021e2262.jpg?1783906352"", 1)","FIC","0066","Surge Foil","Surge Foil","Standard","FF7","Rare","Legendary Creature — Human Shaman","G","No",0,0,0,0,"Near Mint (NM)",0.44,"",""
"Bugenhagen, Wise Elder","","=IMAGE(""https://cards.scryfall.io/normal/front/d/f/df25ab56-3f87-4d63-915d-dacfbad17a4f.jpg?1783906319"", 1)","FIC","0159","Basic/Non-foil","Non-Foil, Traditional Foil","Extended Art","FF7","Rare","Legendary Creature — Human Shaman","G","No",0,0,0,0,"Near Mint (NM)",2.34,12.72,""
"Buster Sword","","=IMAGE(""https://cards.scryfall.io/normal/front/3/7/374d7383-a1a7-4eea-91f7-290180e14cc9.jpg?1783906560"", 1)","FIN","0255","Basic/Non-foil","Non-Foil, Traditional Foil","Standard","FF7","Mythic","Artifact — Equipment","Colorless","No",0,0,0,0,"Near Mint (NM)",52.85,52.59,""
"Buster Sword","","=IMAGE(""https://cards.scryfall.io/normal/front/b/f/bfa67320-b4cb-440b-b017-d7493ef8ad62.jpg?1783906152"", 1)","PFIN","255s","Promo","Traditional Foil, Promo","Standard","FF7","Mythic","Artifact — Equipment","Colorless","No",0,0,0,0,"Near Mint (NM)","",85.61,""
"Buster Sword","","=IMAGE(""https://cards.scryfall.io/normal/front/f/5/f57d0446-1eae-4b88-b65c-92a14a3f9cef.jpg?1783906523"", 1)","FIN","0351","Basic/Non-foil","Non-Foil, Traditional Foil","Borderless","FF7","Mythic","Artifact — Equipment","Colorless","No",0,0,0,0,"Near Mint (NM)",95.22,211.31,""
"Cactuar","","=IMAGE(""https://cards.scryfall.io/normal/front/d/5/d5273db4-6214-41e4-825a-612fca8bbe03.jpg?1783906590"", 1)","FIN","0177","Basic/Non-foil","Non-Foil, Traditional Foil","Standard","FF6","Uncommon","Creature — Plant","G","No",0,0,0,0,"Near Mint (NM)",0.24,0.31,""
"Cait Sith, Fortune Teller","","=IMAGE(""https://cards.scryfall.io/normal/front/3/e/3e0f6c53-6bbf-4d4c-bbbf-4dab22297527.jpg?1783906357"", 1)","FIC","0054","Surge Foil","Surge Foil","Standard","FF7","Rare","Legendary Artifact Creature — Cat Moogle","R","No",0,0,0,0,"Near Mint (NM)",0.3,"",""
"Cait Sith, Fortune Teller","","=IMAGE(""https://cards.scryfall.io/normal/front/2/6/26742bbb-38b1-43c1-8b33-80a79c8ddcce.jpg?1783906322"", 1)","FIC","0151","Basic/Non-foil","Non-Foil, Traditional Foil","Extended Art","FF7","Rare","Legendary Artifact Creature — Cat Moogle","R","No",0,0,0,0,"Near Mint (NM)",1.01,5.27,""
"Call the Mountain Chocobo","","=IMAGE(""https://cards.scryfall.io/normal/front/b/2/b2e1986c-2852-4843-bdc4-eddb727ba3d4.jpg?1783906607"", 1)","FIN","0131","Basic/Non-foil","Non-Foil, Traditional Foil","Standard","FF7","Common","Sorcery","R","No",0,0,0,0,"Near Mint (NM)",0.17,0.24,""
"Campsite Cuisine","","=IMAGE(""https://cards.scryfall.io/normal/front/e/c/ec6d3402-eed6-44be-a572-9ec0678af403.jpg?1783904649"", 1)","FIC","0464","Basic/Non-foil","Non-Foil, Traditional Foil","Borderless","FF15","Rare","Enchantment","G","No",0,0,0,0,"Near Mint (NM)",14.41,10.73,""
"Campsite Cuisine // Campsite Cuisine","","=IMAGE(""https://cards.scryfall.io/normal/front/a/a/aa688d0e-4dd1-4d7e-a987-17b61496ad62.jpg?1783904661"", 1)","AFIC","0023","Basic/Non-foil","Non-Foil, Traditional Foil","Art Card","FF15","Common","Card // Card","Colorless","No",0,0,0,0,"Near Mint (NM)","","",""
"Canopy Vista","","=IMAGE(""https://cards.scryfall.io/normal/front/5/d/5d33aeaa-df27-4c41-9926-79e9dc6a9c69.jpg?1783906227"", 1)","FIC","0378","Surge Foil","Surge Foil","Standard","FF7","Rare","Land — Forest Plains","GW","No",0,0,0,0,"Near Mint (NM)",0.27,"",""
"Capital City","","=IMAGE(""https://cards.scryfall.io/normal/front/f/7/f73ce8ec-c916-48eb-ae20-c0d6d03d7145.jpg?1783906551"", 1)","FIN","0274","Basic/Non-foil","Non-Foil, Traditional Foil","Standard","FF16","Uncommon","Land — Town","Colorless","No",0,0,0,0,"Near Mint (NM)",0.53,0.31,""
"Vaan, Aspiring Sky Pirate","Captain Lannery Storm","=IMAGE(""https://cards.scryfall.io/normal/front/7/c/7c3aeedd-d41b-44c9-9b0a-e5952202f632.jpg?1783906383"", 1)","FCA","0038","Basic/Non-foil","Non-Foil, Traditional Foil","Borderless","FF12","Uncommon","Legendary Creature — Human Pirate","R","No",0,0,0,0,"Near Mint (NM)",0.26,0.41,""
"Cargo Ship","","=IMAGE(""https://cards.scryfall.io/normal/front/9/3/932b865c-bfe7-4bb7-82e9-2403cf0e0522.jpg?1783906640"", 1)","FIN","0047","Basic/Non-foil","Non-Foil, Traditional Foil","Standard","FF9","Uncommon","Artifact — Vehicle","U","No",0,0,0,0,"Near Mint (NM)",0.23,0.29,""
